#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
3318.12902777	1.79777117189e-17	1.79777117189e-17	4.11745282179e-17
3318.327062	1.79773024928e-17	1.79773024928e-17	4.14697129517e-17
3318.52509623	1.94712428678e-17	1.94712428678e-17	4.01974543174e-17
3318.72412063	1.9470797962e-17	1.9470797962e-17	4.23683470303e-17
3318.92215486	1.94703555453e-17	1.94703555453e-17	4.32447247646e-17
3319.12018909	1.94699134034e-17	1.94699134034e-17	4.14972182916e-17
3319.31822332	1.58824299829e-17	1.58824299829e-17	4.13714325048e-17
3319.51625755	1.94690299427e-17	1.94690299427e-17	4.14354617045e-17
3319.71429178	1.94685886235e-17	1.94685886235e-17	4.0045990253e-17
3319.91232601	1.94681475782e-17	1.94681475782e-17	4.01898245605e-17
3320.11036023	1.62942203259e-17	1.62942203259e-17	3.99713409754e-17
3320.30839446	1.5880631045e-17	1.5880631045e-17	3.87836779163e-17
3320.50642869	1.62934831719e-17	1.62934831719e-17	3.82439465145e-17
3320.70446292	1.94663861315e-17	1.94663861315e-17	3.9127379023e-17
3320.90249715	2.08408312617e-17	2.08408312617e-17	3.98626808408e-17
3321.10053138	2.08403608197e-17	2.08403608197e-17	3.98095767802e-17
3321.29856561	2.08398906693e-17	2.08398906693e-17	4.07244766786e-17
3321.49659984	2.08394208103e-17	2.08394208103e-17	4.07379009253e-17
3321.69463407	2.08389512424e-17	2.08389512424e-17	4.01259604394e-17
3321.8926683	2.08384819654e-17	2.08384819654e-17	3.94002246537e-17
3322.09070253	2.08380129792e-17	2.08380129792e-17	3.85815747449e-17
3322.28873675	2.08375442833e-17	2.08375442833e-17	3.81245125598e-17
3322.48677098	2.08370758777e-17	2.08370758777e-17	3.85944857747e-17
3322.68480521	1.946200158e-17	1.946200158e-17	3.90039248794e-17
3322.88283944	2.08361399363e-17	2.08361399363e-17	3.9008612844e-17
3323.08087367	2.08356724e-17	2.08356724e-17	3.84412413155e-17
3323.2789079	1.9460691502e-17	1.9460691502e-17	3.87263371852e-17
3323.47694213	1.94602553496e-17	1.94602553496e-17	3.95131527669e-17
3323.67497636	1.9459819467e-17	1.9459819467e-17	3.7656607974e-17
3323.87301059	1.9459383854e-17	1.9459383854e-17	3.79125682229e-17
3324.07104483	1.62868897445e-17	1.62868897445e-17	3.87066010163e-17
3324.26907905	1.62865255928e-17	1.62865255928e-17	3.70510317485e-17
3324.46711328	1.62861616661e-17	1.62861616661e-17	3.80951645841e-17
3324.66613768	1.58727798481e-17	1.58727798481e-17	3.64499644478e-17
3324.86417191	1.49234494614e-17	1.49234494614e-17	3.75352758263e-17
3325.06220614	1.33906738209e-17	1.33906738209e-17	3.74724934985e-17
3325.26024037	1.33903753158e-17	1.33903753158e-17	3.68170677028e-17
3325.4582746	1.38798894369e-17	1.38798894369e-17	3.7664188932e-17
3325.65630883	1.38795803944e-17	1.38795803944e-17	3.81776841321e-17
3325.85434306	1.38792715427e-17	1.38792715427e-17	3.77716497205e-17
3326.05237729	1.49214553102e-17	1.49214553102e-17	3.67604740853e-17
3326.25041152	1.49211236694e-17	1.49211236694e-17	3.63366678156e-17
3326.44844575	1.38783461305e-17	1.38783461305e-17	3.66198833415e-17
3326.64647998	1.38780380403e-17	1.38780380403e-17	3.54275756069e-17
3326.84451421	1.33879938983e-17	1.33879938983e-17	3.47721055834e-17
3327.04254844	1.28920288945e-17	1.28920288945e-17	3.57878073489e-17
3327.24058266	1.28917432099e-17	1.28917432099e-17	3.45055895933e-17
3327.43861689	1.25573121481e-17	1.25573121481e-17	3.45530387787e-17
3327.63665112	1.13627926433e-17	1.13627926433e-17	3.4378831873e-17
3327.83468535	1.13625412947e-17	1.13625412947e-17	3.52240584255e-17
3328.03271959	1.13622901009e-17	1.13622901009e-17	3.64204565581e-17
3328.23075382	1.13620390618e-17	1.13620390618e-17	3.51865950187e-17
3328.42878805	1.25559241748e-17	1.25559241748e-17	3.40154463634e-17
3328.62682228	1.25556470927e-17	1.25556470927e-17	3.41827732363e-17
3328.82485651	1.25553701811e-17	1.25553701811e-17	3.3582239019e-17
3329.02289074	1.33847385713e-17	1.33847385713e-17	3.3345820287e-17
3329.22092497	1.33844437244e-17	1.33844437244e-17	3.21217282436e-17
3329.41895919	1.33841490588e-17	1.33841490588e-17	3.28693429115e-17
3329.61699342	1.25542642369e-17	1.25542642369e-17	3.21112607903e-17
3329.81502765	1.25539881758e-17	1.25539881758e-17	3.40206300382e-17
3330.01306189	1.25537122842e-17	1.25537122842e-17	3.45746534337e-17
3330.21109612	1.33829722066e-17	1.33829722066e-17	3.60164304696e-17
3330.40913035	1.33826784454e-17	1.33826784454e-17	3.63949280249e-17
3330.60815475	1.33823833971e-17	1.33823833971e-17	3.64937049332e-17
3330.80618898	1.25526090364e-17	1.25526090364e-17	3.54364899966e-17
3331.00422321	1.135853944e-17	1.135853944e-17	3.56558240455e-17
3331.20225744	1.13582907065e-17	1.13582907065e-17	3.4807150875e-17
3331.40029167	1.13580421256e-17	1.13580421256e-17	3.46124378543e-17
3331.5983259	1.13577936972e-17	1.13577936972e-17	3.42802514812e-17
3331.79636013	1.06853061926e-17	1.06853061926e-17	3.43684569969e-17
3331.99439436	1.0685072755e-17	1.0685072755e-17	3.44962230116e-17
3332.1924286	9.0479988131e-18	9.0479988131e-18	3.69062084992e-17
3332.39046282	1.06846063088e-17	1.06846063088e-17	3.59849570628e-17
3332.58849705	1.06843733001e-17	1.06843733001e-17	3.5690227067e-17
3332.78653128	1.06841404342e-17	1.06841404342e-17	3.63018441488e-17
3332.98456551	9.4632658026e-18	9.4632658026e-18	3.61335132893e-17
3333.18259974	9.46305979423e-18	9.46305979423e-18	3.39236166202e-17
3333.38063397	1.06834426915e-17	1.06834426915e-17	3.5221662459e-17
3333.57866821	9.46264815571e-18	9.46264815571e-18	3.38837055537e-17
3333.77670244	1.06829782412e-17	1.06829782412e-17	3.30328484006e-17
3333.97473667	1.06827462291e-17	1.06827462291e-17	3.42852140937e-17
3334.1727709	1.06825143589e-17	1.06825143589e-17	3.57315087489e-17
3334.37080513	1.06822826305e-17	1.06822826305e-17	3.48796280026e-17
3334.56883935	1.06820510437e-17	1.06820510437e-17	3.59241443056e-17
3334.76687358	1.06818195984e-17	1.06818195984e-17	3.74718489619e-17
3334.96490782	1.25468683619e-17	1.25468683619e-17	3.82383755542e-17
3335.16294205	1.25465968323e-17	1.25465968323e-17	3.79173264931e-17
3335.36097628	1.25463254685e-17	1.25463254685e-17	3.78921625393e-17
3335.55901051	1.25460542704e-17	1.25460542704e-17	3.84122182512e-17
3335.75704474	1.06806644904e-17	1.06806644904e-17	3.84934488314e-17
3335.95507897	1.19255242716e-17	1.19255242716e-17	3.76888935699e-17
3336.15311321	1.19252669474e-17	1.19252669474e-17	3.80999468272e-17
3336.35114744	1.0679973116e-17	1.0679973116e-17	3.73526942557e-17
3336.55017184	1.1924751485e-17	1.1924751485e-17	3.94122491891e-17
3336.74820607	1.06795117521e-17	1.06795117521e-17	3.71112159524e-17
3336.9462403	9.45916845412e-18	9.45916845412e-18	3.67001883823e-17
3337.14427453	1.19239813953e-17	1.19239813953e-17	3.67160587494e-17
3337.34230875	1.19237250113e-17	1.19237250113e-17	3.72934235302e-17
3337.54034298	1.19234687835e-17	1.19234687835e-17	3.8639957671e-17
3337.73837722	1.47003810916e-17	1.47003810916e-17	3.84145011338e-17
3337.93641145	1.47000655673e-17	1.47000655673e-17	3.83749596187e-17
3338.13444568	1.19227010351e-17	1.19227010351e-17	3.88250564065e-17
3338.33247991	1.46994350942e-17	1.46994350942e-17	3.65884009584e-17
3338.53051414	1.46991201452e-17	1.46991201452e-17	3.55269324551e-17
3338.72854838	1.46988053875e-17	1.46988053875e-17	3.60522834464e-17
3338.92658261	1.52717037325e-17	1.52717037325e-17	3.57857122509e-17
3339.12461684	1.52713770972e-17	1.52713770972e-17	3.415566422e-17
3339.32265107	1.52710506602e-17	1.52710506602e-17	3.48394628302e-17
3339.52068529	1.75609363121e-17	1.75609363121e-17	3.58585880254e-17
3339.71871953	1.75605613737e-17	1.75605613737e-17	3.67459449408e-17
3339.91675376	1.78826223003e-17	1.78826223003e-17	3.74231952749e-17
3340.11478799	1.75598121792e-17	1.75598121792e-17	3.68528629388e-17
3340.31282222	1.19198979059e-17	1.19198979059e-17	3.3457374727e-17
3340.51085645	1.19196440028e-17	1.19196440028e-17	3.38104523472e-17
3340.70889069	1.19193902536e-17	1.19193902536e-17	3.31442129519e-17
3340.90692492	1.19191366582e-17	1.19191366582e-17	3.3200635441e-17
3341.10495915	1.19188832164e-17	1.19188832164e-17	3.49875892146e-17
3341.30299338	1.1918629928e-17	1.1918629928e-17	3.47104459969e-17
3341.50102761	1.20931806533e-17	1.20931806533e-17	3.5312836599e-17
3341.69906184	1.19181238111e-17	1.19181238111e-17	3.3871404775e-17
3341.89709607	1.19178709823e-17	1.19178709823e-17	3.53863186234e-17
3342.0951303	1.20924110422e-17	1.20924110422e-17	3.71931722748e-17
3342.29316453	1.75557078026e-17	1.75557078026e-17	3.80487482082e-17
3342.49218893	1.75553341723e-17	1.75553341723e-17	3.61551530837e-17
3342.69022317	1.75549626261e-17	1.75549626261e-17	3.57158884998e-17
